Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Category,Sub_Category,Quantity,Sales,Discount,Profit,Return_Status
ORD-101670,2024-08-18,2024-08-21,CUST-1285,PROD-423,Books,Education,1,28692.8,0.02,1261.9,No
ORD-101671,2024-06-18,2024-06-20,CUST-1295,PROD-476,Fashion,Men Clothing,2,40226.49,0.17,-3076.54,No
ORD-101672,2024-07-23,2024-07-24,CUST-1262,PROD-304,Fashion,Women Clothing,1,37877.94,0.13,5234.93,No
ORD-101673,2023-01-27,2023-01-28,CUST-1078,PROD-233,Beauty,Skincare,3,14129.24,0.04,2930.38,No
ORD-101674,2024-10-14,2024-10-18,CUST-1265,PROD-285,Electronics,Smartwatch,4,31439.85,0.19,-2013.66,No
ORD-101675,2024-02-09,2024-02-11,CUST-1177,PROD-213,Electronics,Smartwatch,2,4383.59,0.08,4.69,No
ORD-101676,2024-07-07,2024-07-11,CUST-1005,PROD-213,Beauty,Skincare,1,36114.66,0.15,-2353.1,No
ORD-101677,2024-09-10,2024-09-11,CUST-1081,PROD-216,Electronics,Smartwatch,5,13896.21,0.11,967.16,No
ORD-101678,2023-05-25,2023-05-26,CUST-1272,PROD-471,Books,Fiction,3,9153.95,0.09,-789.15,No
ORD-101679,2023-02-15,2023-02-16,CUST-1111,PROD-453,Beauty,Makeup,5,27105.86,0.12,543.18,No
ORD-101680,2023-05-01,2023-05-04,CUST-1117,PROD-336,Beauty,Skincare,4,40919.49,0.17,8482.05,Yes
ORD-101681,2024-07-10,2024-07-13,CUST-1262,PROD-387,Fashion,Footwear,4,29614.85,0.22,-1801.89,No
ORD-101682,2023-01-27,2023-01-28,CUST-1287,PROD-352,Fashion,Footwear,4,39272.74,0.17,-2589.0,Yes
ORD-101683,2024-05-14,2024-05-15,CUST-1186,PROD-445,Beauty,Makeup,4,21376.14,0.01,-821.28,No
ORD-101684,2024-04-16,2024-04-18,CUST-1150,PROD-224,Home & Kitchen,Cookware,1,3320.69,0.29,162.73,No
ORD-101685,2024-11-14,2024-11-16,CUST-1178,PROD-378,Books,Fiction,3,19179.08,0.06,-748.25,Yes
ORD-101686,2024-07-22,2024-07-25,CUST-1205,PROD-467,Beauty,Makeup,1,45303.34,0.26,-1759.79,No
ORD-101687,2024-02-11,2024-02-16,CUST-1231,PROD-437,Home & Kitchen,Decor,1,35133.83,0.19,-2163.29,No
ORD-101688,2024-08-27,2024-08-30,CUST-1151,PROD-369,Home & Kitchen,Cookware,1,47270.03,0.18,6955.16,Yes
ORD-101689,2024-09-25,2024-09-29,CUST-1077,PROD-477,Fashion,Footwear,5,49317.12,0.02,10001.19,Yes
ORD-101690,2023-05-23,2023-05-24,CUST-1155,PROD-256,Electronics,Smartwatch,1,31130.44,0.13,7474.93,No
ORD-101691,2024-12-02,2024-12-07,CUST-1027,PROD-313,Beauty,Makeup,1,28877.69,0.13,-808.81,No
ORD-101692,2024-06-11,2024-06-16,CUST-1060,PROD-306,Books,Fiction,1,30579.5,0.17,6054.01,No
ORD-101693,2024-11-16,2024-11-20,CUST-1266,PROD-488,Home & Kitchen,Decor,4,8500.71,0.21,1618.18,No
ORD-101694,2023-08-29,2023-08-30,CUST-1132,PROD-252,Home & Kitchen,Decor,2,6808.49,0.27,-70.13,Yes
ORD-101695,2024-01-09,2024-01-12,CUST-1171,PROD-317,Home & Kitchen,Decor,5,1446.56,0.18,-27.59,No
ORD-101696,2024-12-31,2025-01-01,CUST-1207,PROD-286,Fashion,Men Clothing,3,9037.2,0.13,2114.45,No
ORD-101697,2023-08-21,2023-08-26,CUST-1034,PROD-372,Home & Kitchen,Decor,2,14326.4,0.06,-375.99,No
ORD-101698,2023-12-01,2023-12-02,CUST-1054,PROD-487,Home & Kitchen,Furniture,3,48526.62,0.22,8666.63,No
ORD-101699,2024-04-12,2024-04-17,CUST-1195,PROD-220,Books,Education,5,19047.55,0.19,3324.25,No
ORD-101700,2024-05-14,2024-05-17,CUST-1111,PROD-475,Books,Education,5,16376.1,0.04,1396.73,Yes
ORD-101701,2023-03-25,2023-03-28,CUST-1155,PROD-448,Electronics,Smartwatch,1,30799.26,0.16,-1807.45,No
ORD-101702,2024-09-26,2024-09-28,CUST-1047,PROD-267,Books,Fiction,1,7472.13,0.28,-10.07,No
ORD-101703,2023-03-27,2023-03-29,CUST-1167,PROD-235,Electronics,Headphones,2,35882.52,0.09,7596.58,No
ORD-101704,2024-11-13,2024-11-14,CUST-1259,PROD-422,Home & Kitchen,Furniture,1,42168.09,0.18,7962.87,No
ORD-101705,2023-04-10,2023-04-14,CUST-1238,PROD-457,Electronics,Headphones,3,45796.34,0.17,2796.12,No
ORD-101706,2023-05-31,2023-06-02,CUST-1147,PROD-462,Electronics,Mobile,4,29014.29,0.14,-1858.64,No
ORD-101707,2023-04-25,2023-04-29,CUST-1248,PROD-285,Home & Kitchen,Furniture,2,8830.08,0.02,-490.6,No
ORD-101708,2024-08-29,2024-09-01,CUST-1220,PROD-318,Electronics,Laptop,5,47806.71,0.26,472.44,Yes
ORD-101709,2024-08-06,2024-08-10,CUST-1224,PROD-298,Books,Fiction,4,24477.52,0.1,3158.71,No
ORD-101710,2024-05-29,2024-05-31,CUST-1196,PROD-350,Electronics,Laptop,3,12234.16,0.25,-1126.54,No
ORD-101711,2024-06-26,2024-06-29,CUST-1024,PROD-462,Fashion,Men Clothing,2,22711.48,0.17,568.13,No
ORD-101712,2024-12-26,2024-12-28,CUST-1193,PROD-484,Beauty,Skincare,3,1694.59,0.27,10.32,No
ORD-101713,2024-05-18,2024-05-21,CUST-1089,PROD-299,Home & Kitchen,Decor,3,34264.05,0.12,4331.17,Yes
ORD-101714,2023-05-16,2023-05-17,CUST-1109,PROD-382,Books,Fiction,4,4314.69,0.24,513.08,Yes
ORD-101715,2023-03-08,2023-03-09,CUST-1159,PROD-426,Books,Fiction,3,23915.91,0.09,5185.83,No
ORD-101716,2023-05-20,2023-05-23,CUST-1100,PROD-305,Books,Education,1,31604.79,0.01,-2179.56,No
ORD-101717,2024-06-01,2024-06-05,CUST-1098,PROD-327,Home & Kitchen,Furniture,4,32892.74,0.14,7822.78,No
ORD-101718,2024-01-01,2024-01-04,CUST-1042,PROD-316,Books,Fiction,1,23504.01,0.26,106.52,Yes
ORD-101719,2024-12-19,2024-12-22,CUST-1200,PROD-302,Books,Education,2,46054.71,0.12,6035.73,No
ORD-101720,2024-12-16,2024-12-18,CUST-1220,PROD-443,Beauty,Makeup,4,10415.26,0.0,-794.34,No
ORD-101721,2023-08-18,2023-08-23,CUST-1174,PROD-369,Fashion,Women Clothing,4,48180.33,0.13,4482.21,Yes
ORD-101722,2024-10-08,2024-10-11,CUST-1283,PROD-247,Home & Kitchen,Decor,3,37351.89,0.19,-2189.74,No
ORD-101723,2023-02-27,2023-02-28,CUST-1122,PROD-435,Home & Kitchen,Decor,5,29587.18,0.12,3699.76,No
ORD-101724,2024-05-18,2024-05-20,CUST-1248,PROD-388,Electronics,Laptop,4,49188.16,0.12,6845.6,No
ORD-101725,2023-08-03,2023-08-08,CUST-1126,PROD-409,Beauty,Skincare,5,28646.5,0.16,-1114.93,No
ORD-101726,2024-04-18,2024-04-22,CUST-1277,PROD-254,Beauty,Makeup,2,41229.12,0.06,6387.38,No
ORD-101727,2023-10-23,2023-10-26,CUST-1195,PROD-218,Books,Fiction,4,42559.73,0.29,573.57,No
ORD-101728,2024-09-10,2024-09-15,CUST-1195,PROD-305,Fashion,Women Clothing,2,16288.76,0.26,119.68,No
ORD-101729,2024-10-22,2024-10-27,CUST-1090,PROD-431,Fashion,Footwear,5,22076.2,0.04,2073.99,No
ORD-101730,2024-11-28,2024-12-02,CUST-1145,PROD-476,Home & Kitchen,Decor,2,5565.3,0.07,-300.03,Yes
ORD-101731,2024-01-10,2024-01-12,CUST-1208,PROD-414,Beauty,Skincare,3,17510.97,0.13,3382.05,No
ORD-101732,2024-08-28,2024-08-29,CUST-1049,PROD-402,Home & Kitchen,Furniture,3,38903.66,0.18,-1100.18,No
ORD-101733,2024-10-09,2024-10-14,CUST-1257,PROD-380,Books,Fiction,1,32375.24,0.09,2094.01,No
ORD-101734,2023-09-15,2023-09-20,CUST-1283,PROD-338,Electronics,Mobile,3,359.62,0.21,65.23,Yes
ORD-101735,2023-01-02,2023-01-05,CUST-1052,PROD-310,Fashion,Men Clothing,1,31509.89,0.23,-2038.13,Yes
ORD-101736,2024-09-02,2024-09-03,CUST-1167,PROD-384,Fashion,Footwear,5,36200.58,0.16,9047.43,No
ORD-101737,2023-04-18,2023-04-21,CUST-1286,PROD-354,Beauty,Makeup,4,40060.67,0.18,4930.34,Yes
ORD-101738,2024-03-19,2024-03-23,CUST-1134,PROD-203,Electronics,Mobile,5,18829.04,0.05,-1135.52,No
ORD-101739,2023-07-03,2023-07-08,CUST-1276,PROD-295,Books,Fiction,4,36753.68,0.28,8503.85,No
ORD-101740,2023-10-22,2023-10-27,CUST-1031,PROD-437,Books,Fiction,5,49865.56,0.22,9521.26,No
ORD-101741,2024-12-30,2025-01-01,CUST-1001,PROD-286,Fashion,Footwear,1,30812.52,0.16,6380.93,No
ORD-101742,2024-12-08,2024-12-09,CUST-1036,PROD-443,Fashion,Women Clothing,1,48932.73,0.15,8802.43,Yes
ORD-101743,2023-04-01,2023-04-05,CUST-1189,PROD-228,Home & Kitchen,Cookware,2,33249.57,0.08,-1364.25,No
ORD-101744,2023-02-14,2023-02-16,CUST-1203,PROD-377,Books,Education,2,22484.65,0.16,4923.55,No
ORD-101745,2023-09-28,2023-10-03,CUST-1299,PROD-304,Home & Kitchen,Cookware,4,31975.93,0.23,4637.05,No
ORD-101746,2024-03-15,2024-03-19,CUST-1295,PROD-437,Books,Education,3,26726.96,0.11,460.26,No
ORD-101747,2024-12-28,2025-01-01,CUST-1220,PROD-496,Books,Education,2,21689.69,0.15,75.61,No
ORD-101748,2024-03-18,2024-03-19,CUST-1088,PROD-337,Electronics,Mobile,2,13099.62,0.08,2715.77,No
ORD-101749,2024-12-31,2025-01-04,CUST-1249,PROD-221,Electronics,Smartwatch,2,15603.72,0.0,2372.97,Yes
ORD-101750,2023-10-26,2023-10-27,CUST-1263,PROD-305,Home & Kitchen,Cookware,4,20250.24,0.16,4083.95,No
ORD-101751,2024-04-21,2024-04-23,CUST-1037,PROD-343,Electronics,Smartwatch,3,42816.91,0.25,-3113.89,No
ORD-101752,2024-03-19,2024-03-23,CUST-1041,PROD-233,Beauty,Skincare,1,22833.46,0.07,-2121.64,No
ORD-101753,2024-03-30,2024-04-01,CUST-1261,PROD-330,Books,Education,2,19386.47,0.02,32.94,No
ORD-101754,2024-06-29,2024-07-04,CUST-1281,PROD-384,Books,Education,1,664.03,0.03,-57.37,No
ORD-101755,2023-12-18,2023-12-20,CUST-1032,PROD-406,Fashion,Footwear,1,7926.71,0.19,-370.62,No
ORD-101756,2024-10-21,2024-10-25,CUST-1259,PROD-214,Books,Education,2,42855.09,0.15,3136.26,No
ORD-101757,2024-11-23,2024-11-26,CUST-1158,PROD-355,Books,Fiction,1,28935.3,0.18,1128.99,Yes
ORD-101758,2023-06-20,2023-06-22,CUST-1001,PROD-323,Home & Kitchen,Furniture,1,47642.87,0.28,-2404.33,No
ORD-101759,2024-10-10,2024-10-12,CUST-1190,PROD-339,Electronics,Smartwatch,3,24850.51,0.17,-383.8,No
ORD-101760,2023-02-23,2023-02-28,CUST-1066,PROD-378,Electronics,Laptop,2,35676.61,0.22,3194.11,No
ORD-101761,2023-09-28,2023-09-30,CUST-1121,PROD-445,Beauty,Makeup,5,28564.32,0.09,191.19,Yes
ORD-101762,2023-12-16,2023-12-21,CUST-1143,PROD-466,Beauty,Makeup,2,43650.98,0.11,764.52,No
ORD-101763,2023-04-15,2023-04-18,CUST-1158,PROD-398,Books,Fiction,1,33237.42,0.17,2988.75,No
ORD-101764,2023-01-11,2023-01-14,CUST-1026,PROD-309,Home & Kitchen,Decor,5,29301.93,0.18,731.24,No
ORD-101765,2024-10-31,2024-11-04,CUST-1083,PROD-259,Fashion,Footwear,2,15141.99,0.21,2786.1,No
ORD-101766,2024-01-08,2024-01-13,CUST-1187,PROD-410,Home & Kitchen,Cookware,2,21707.41,0.26,3988.16,No
ORD-101767,2024-03-14,2024-03-15,CUST-1138,PROD-480,Fashion,Women Clothing,1,817.21,0.27,87.97,No
ORD-101768,2024-09-17,2024-09-21,CUST-1275,PROD-454,Fashion,Women Clothing,1,43399.03,0.05,2662.81,No
ORD-101769,2023-03-26,2023-03-27,CUST-1140,PROD-260,Books,Fiction,4,25461.97,0.23,1834.5,No
ORD-101770,2023-11-23,2023-11-27,CUST-1178,PROD-468,Beauty,Makeup,2,9995.49,0.1,301.64,Yes
ORD-101771,2023-04-25,2023-04-27,CUST-1081,PROD-461,Electronics,Smartwatch,5,24404.72,0.02,-1497.13,No
ORD-101772,2023-11-03,2023-11-04,CUST-1132,PROD-281,Electronics,Laptop,2,25007.07,0.3,-716.31,Yes
ORD-101773,2024-05-02,2024-05-04,CUST-1293,PROD-246,Fashion,Women Clothing,5,4171.77,0.29,-166.33,No
ORD-101774,2024-12-29,2025-01-01,CUST-1274,PROD-466,Home & Kitchen,Decor,1,9429.78,0.24,437.76,No
ORD-101775,2023-09-02,2023-09-07,CUST-1000,PROD-364,Electronics,Headphones,1,12159.44,0.26,1749.95,No
ORD-101776,2023-01-05,2023-01-08,CUST-1145,PROD-225,Books,Education,4,27059.07,0.03,-2019.21,No
ORD-101777,2023-10-30,2023-11-02,CUST-1267,PROD-388,Books,Education,4,22561.5,0.02,35.32,No
ORD-101778,2024-11-23,2024-11-26,CUST-1210,PROD-440,Home & Kitchen,Furniture,5,17955.85,0.18,-1444.91,No
ORD-101779,2024-08-09,2024-08-12,CUST-1279,PROD-418,Home & Kitchen,Cookware,4,29664.51,0.26,44.36,No
ORD-101780,2024-07-31,2024-08-03,CUST-1183,PROD-443,Books,Fiction,1,15462.99,0.01,1585.3,No
ORD-101781,2024-01-15,2024-01-18,CUST-1156,PROD-241,Home & Kitchen,Decor,5,24524.66,0.02,-246.32,No
ORD-101782,2023-11-15,2023-11-17,CUST-1181,PROD-428,Home & Kitchen,Decor,3,1774.27,0.18,351.48,No
ORD-101783,2023-05-13,2023-05-17,CUST-1136,PROD-222,Fashion,Footwear,3,36553.77,0.03,435.54,No
ORD-101784,2023-03-09,2023-03-10,CUST-1024,PROD-403,Electronics,Smartwatch,4,48095.66,0.01,10428.67,No
ORD-101785,2023-01-23,2023-01-27,CUST-1072,PROD-391,Home & Kitchen,Decor,5,13424.71,0.15,1603.89,No
ORD-101786,2023-04-02,2023-04-06,CUST-1298,PROD-457,Home & Kitchen,Furniture,2,31964.09,0.3,1505.45,Yes
ORD-101787,2024-04-07,2024-04-10,CUST-1195,PROD-430,Books,Education,1,30638.11,0.23,-1013.25,Yes
ORD-101788,2024-11-18,2024-11-21,CUST-1204,PROD-418,Books,Education,3,9656.04,0.23,-196.51,No
ORD-101789,2024-10-26,2024-10-29,CUST-1147,PROD-477,Fashion,Men Clothing,5,42720.56,0.0,5803.82,Yes
ORD-101790,2023-08-18,2023-08-23,CUST-1099,PROD-367,Beauty,Makeup,4,18726.94,0.01,-1040.31,No
ORD-101791,2023-03-09,2023-03-14,CUST-1152,PROD-401,Beauty,Skincare,4,27535.87,0.15,1662.93,Yes
ORD-101792,2024-03-16,2024-03-21,CUST-1299,PROD-273,Home & Kitchen,Furniture,5,25846.59,0.1,4536.65,No
ORD-101793,2024-09-08,2024-09-13,CUST-1029,PROD-378,Home & Kitchen,Decor,2,14158.21,0.07,-1321.84,No
ORD-101794,2024-06-01,2024-06-04,CUST-1103,PROD-386,Beauty,Makeup,4,27269.23,0.26,1718.46,No
ORD-101795,2023-06-13,2023-06-16,CUST-1268,PROD-494,Electronics,Laptop,2,5249.39,0.08,-1.53,Yes
ORD-101796,2023-08-08,2023-08-12,CUST-1148,PROD-321,Books,Education,5,26227.68,0.29,994.33,No
ORD-101797,2024-06-08,2024-06-09,CUST-1240,PROD-284,Home & Kitchen,Furniture,3,30125.54,0.08,889.55,Yes
ORD-101798,2023-04-28,2023-05-01,CUST-1119,PROD-267,Books,Fiction,4,39452.56,0.09,5427.63,Yes
ORD-101799,2023-09-18,2023-09-20,CUST-1204,PROD-459,Fashion,Men Clothing,3,18598.27,0.24,2174.59,No
ORD-101800,2024-12-14,2024-12-19,CUST-1184,PROD-496,Books,Education,3,25694.46,0.13,-2493.19,Yes
ORD-101801,2024-09-29,2024-10-02,CUST-1235,PROD-257,Electronics,Mobile,5,38717.05,0.17,6560.79,No
ORD-101802,2023-04-01,2023-04-06,CUST-1086,PROD-292,Electronics,Laptop,1,3661.85,0.03,558.69,No
ORD-101803,2024-05-08,2024-05-10,CUST-1226,PROD-430,Electronics,Mobile,5,21103.67,0.03,-1581.95,No
ORD-101804,2024-05-17,2024-05-18,CUST-1247,PROD-420,Fashion,Footwear,2,25443.07,0.25,3039.48,No
ORD-101805,2023-04-16,2023-04-21,CUST-1034,PROD-304,Fashion,Footwear,1,10454.45,0.05,71.62,No
ORD-101806,2023-09-12,2023-09-17,CUST-1229,PROD-424,Fashion,Women Clothing,5,5688.61,0.25,637.81,Yes
ORD-101807,2024-04-18,2024-04-21,CUST-1058,PROD-273,Books,Fiction,3,10530.66,0.17,2185.93,No
ORD-101808,2024-07-20,2024-07-22,CUST-1233,PROD-320,Home & Kitchen,Cookware,1,3293.78,0.07,26.97,No
ORD-101809,2024-09-20,2024-09-22,CUST-1148,PROD-246,Fashion,Women Clothing,4,25717.71,0.13,1594.41,No
ORD-101810,2024-05-19,2024-05-24,CUST-1013,PROD-363,Books,Education,5,7136.32,0.02,147.23,No
ORD-101811,2024-11-04,2024-11-07,CUST-1191,PROD-288,Home & Kitchen,Cookware,1,29922.31,0.28,7446.05,No
ORD-101812,2023-08-16,2023-08-21,CUST-1270,PROD-405,Home & Kitchen,Furniture,4,40439.1,0.11,9197.28,No
ORD-101813,2023-06-12,2023-06-14,CUST-1167,PROD-356,Electronics,Smartwatch,2,13926.12,0.28,-641.4,Yes
ORD-101814,2023-01-08,2023-01-09,CUST-1111,PROD-321,Electronics,Laptop,3,3957.56,0.29,366.71,No
ORD-101815,2024-02-23,2024-02-24,CUST-1281,PROD-258,Fashion,Men Clothing,2,13002.01,0.25,-250.13,No
ORD-101816,2024-07-24,2024-07-26,CUST-1143,PROD-500,Fashion,Footwear,1,25517.1,0.05,3764.74,No
ORD-101817,2023-02-26,2023-02-28,CUST-1156,PROD-286,Fashion,Men Clothing,1,6608.38,0.21,-602.61,No
ORD-101818,2023-12-17,2023-12-20,CUST-1074,PROD-210,Beauty,Makeup,3,48250.31,0.19,4147.04,No
ORD-101819,2024-01-21,2024-01-23,CUST-1166,PROD-432,Fashion,Men Clothing,4,47455.1,0.12,-2725.61,No
ORD-101820,2024-01-18,2024-01-22,CUST-1247,PROD-204,Beauty,Makeup,4,37212.44,0.15,5533.26,No
ORD-101821,2024-05-14,2024-05-19,CUST-1292,PROD-211,Electronics,Smartwatch,2,18233.43,0.16,-1807.4,No
ORD-101822,2023-05-26,2023-05-30,CUST-1026,PROD-249,Beauty,Makeup,1,15933.8,0.24,295.98,No
ORD-101823,2024-10-20,2024-10-22,CUST-1060,PROD-399,Beauty,Skincare,4,49467.87,0.2,4221.09,No
ORD-101824,2024-12-03,2024-12-07,CUST-1136,PROD-499,Home & Kitchen,Cookware,2,19429.42,0.09,4341.77,No
ORD-101825,2024-04-20,2024-04-24,CUST-1292,PROD-329,Beauty,Skincare,1,18287.98,0.02,212.49,No
ORD-101826,2023-05-17,2023-05-18,CUST-1085,PROD-202,Home & Kitchen,Furniture,2,36468.34,0.03,-3267.94,No
ORD-101827,2024-04-01,2024-04-06,CUST-1157,PROD-252,Fashion,Women Clothing,1,11946.07,0.0,-58.05,No
ORD-101828,2024-03-18,2024-03-19,CUST-1249,PROD-362,Books,Education,2,7125.67,0.23,1085.84,Yes
ORD-101829,2023-02-05,2023-02-10,CUST-1247,PROD-372,Electronics,Smartwatch,5,18549.48,0.29,3427.49,Yes
ORD-101830,2024-10-04,2024-10-09,CUST-1043,PROD-422,Electronics,Laptop,4,47944.93,0.17,4560.25,No
ORD-101831,2023-02-16,2023-02-17,CUST-1211,PROD-459,Home & Kitchen,Cookware,3,49236.61,0.1,5156.2,Yes
ORD-101832,2023-01-23,2023-01-24,CUST-1079,PROD-314,Home & Kitchen,Decor,3,12728.06,0.25,-553.49,No
ORD-101833,2023-12-01,2023-12-03,CUST-1219,PROD-386,Beauty,Makeup,3,47280.02,0.28,-3750.47,No
ORD-101834,2024-01-22,2024-01-24,CUST-1209,PROD-429,Fashion,Women Clothing,5,1192.34,0.04,38.09,Yes
ORD-101835,2024-12-26,2024-12-30,CUST-1300,PROD-259,Home & Kitchen,Decor,4,25378.66,0.05,4783.91,Yes
ORD-101836,2023-11-16,2023-11-21,CUST-1167,PROD-340,Fashion,Footwear,1,39922.48,0.13,9603.21,No
ORD-101837,2024-05-25,2024-05-28,CUST-1228,PROD-450,Electronics,Smartwatch,4,5040.81,0.1,-185.7,No
ORD-101838,2024-10-07,2024-10-11,CUST-1233,PROD-253,Home & Kitchen,Furniture,5,48539.05,0.27,3443.04,Yes
ORD-101839,2024-03-03,2024-03-07,CUST-1253,PROD-328,Fashion,Women Clothing,5,38036.92,0.25,-2529.89,Yes
ORD-101840,2024-03-19,2024-03-22,CUST-1082,PROD-455,Books,Education,1,33316.85,0.21,4653.51,Yes
ORD-101841,2024-03-25,2024-03-29,CUST-1149,PROD-492,Books,Fiction,4,13722.83,0.03,-935.27,No
ORD-101842,2023-04-18,2023-04-23,CUST-1133,PROD-329,Electronics,Smartwatch,2,43455.56,0.03,-4107.45,No
ORD-101843,2024-01-21,2024-01-26,CUST-1125,PROD-369,Home & Kitchen,Furniture,3,16767.23,0.05,1796.74,No
ORD-101844,2023-02-25,2023-02-28,CUST-1019,PROD-386,Home & Kitchen,Furniture,2,45817.93,0.2,2101.64,No
ORD-101845,2023-01-01,2023-01-02,CUST-1233,PROD-267,Beauty,Skincare,3,15845.11,0.28,2070.87,No
ORD-101846,2024-06-17,2024-06-18,CUST-1148,PROD-414,Fashion,Men Clothing,4,18731.17,0.2,2038.65,No
ORD-101847,2023-01-27,2023-01-30,CUST-1297,PROD-467,Fashion,Women Clothing,3,7944.02,0.14,1381.77,No
ORD-101848,2023-10-12,2023-10-13,CUST-1256,PROD-375,Books,Fiction,3,36582.29,0.06,-247.76,No
ORD-101849,2023-04-19,2023-04-22,CUST-1213,PROD-490,Home & Kitchen,Cookware,3,43036.35,0.24,-964.78,No
ORD-101850,2024-06-29,2024-07-01,CUST-1150,PROD-470,Books,Education,3,13983.19,0.05,260.91,No
ORD-101851,2023-10-28,2023-10-29,CUST-1218,PROD-254,Home & Kitchen,Cookware,3,20035.95,0.17,2624.82,No
ORD-101852,2023-12-03,2023-12-06,CUST-1000,PROD-243,Beauty,Skincare,5,2587.42,0.1,-30.57,No
ORD-101853,2023-12-27,2023-12-28,CUST-1072,PROD-468,Fashion,Men Clothing,1,20529.93,0.06,-358.09,No
ORD-101854,2024-09-17,2024-09-22,CUST-1071,PROD-328,Beauty,Makeup,3,14302.8,0.16,-783.1,No
ORD-101855,2024-04-14,2024-04-19,CUST-1016,PROD-200,Electronics,Headphones,1,47497.47,0.28,663.81,No
ORD-101856,2023-12-04,2023-12-08,CUST-1204,PROD-491,Beauty,Makeup,4,49284.62,0.19,-3081.5,No
ORD-101857,2023-10-01,2023-10-04,CUST-1110,PROD-312,Home & Kitchen,Decor,1,21956.6,0.02,1142.28,No
ORD-101858,2024-04-03,2024-04-07,CUST-1032,PROD-256,Electronics,Headphones,5,40852.36,0.2,-516.73,No
ORD-101859,2024-03-11,2024-03-13,CUST-1270,PROD-442,Books,Education,5,14115.31,0.06,2831.33,No
ORD-101860,2023-04-11,2023-04-13,CUST-1240,PROD-460,Fashion,Women Clothing,1,28650.3,0.2,3985.98,Yes
ORD-101861,2024-02-20,2024-02-25,CUST-1252,PROD-375,Books,Fiction,2,4896.13,0.02,-280.53,Yes
ORD-101862,2024-05-07,2024-05-09,CUST-1196,PROD-249,Books,Fiction,4,46213.36,0.15,8171.19,No
ORD-101863,2023-02-21,2023-02-24,CUST-1276,PROD-236,Home & Kitchen,Decor,5,44262.37,0.08,3320.01,No
ORD-101864,2024-05-29,2024-06-01,CUST-1073,PROD-434,Fashion,Men Clothing,3,22059.29,0.29,1118.24,No
ORD-101865,2023-11-08,2023-11-12,CUST-1155,PROD-294,Beauty,Skincare,3,2449.25,0.07,568.09,No
ORD-101866,2023-10-07,2023-10-10,CUST-1066,PROD-265,Books,Fiction,4,4691.78,0.29,294.05,No
ORD-101867,2024-03-03,2024-03-06,CUST-1209,PROD-370,Beauty,Skincare,1,32989.91,0.11,7302.64,Yes
ORD-101868,2024-06-09,2024-06-14,CUST-1199,PROD-299,Home & Kitchen,Decor,1,31829.55,0.28,5713.66,No
ORD-101869,2024-03-01,2024-03-05,CUST-1294,PROD-362,Books,Fiction,3,27330.27,0.06,167.85,No
ORD-101870,2023-09-30,2023-10-05,CUST-1255,PROD-300,Electronics,Mobile,1,18278.85,0.0,3811.5,No
ORD-101871,2024-07-25,2024-07-27,CUST-1280,PROD-476,Books,Education,2,22828.34,0.03,-2278.84,No
ORD-101872,2023-05-16,2023-05-21,CUST-1054,PROD-303,Home & Kitchen,Decor,3,43418.15,0.19,6689.59,No
ORD-101873,2024-05-18,2024-05-21,CUST-1007,PROD-485,Home & Kitchen,Cookware,4,39132.66,0.07,-3549.72,No
ORD-101874,2023-12-19,2023-12-24,CUST-1016,PROD-446,Home & Kitchen,Decor,5,34479.75,0.16,5585.29,Yes
ORD-101875,2024-05-11,2024-05-12,CUST-1242,PROD-285,Electronics,Headphones,1,44914.39,0.08,10152.56,No
ORD-101876,2024-04-07,2024-04-09,CUST-1149,PROD-291,Books,Education,5,45101.25,0.02,4571.28,No
ORD-101877,2024-02-02,2024-02-03,CUST-1192,PROD-437,Home & Kitchen,Decor,3,6188.14,0.28,-232.08,No
ORD-101878,2024-04-07,2024-04-08,CUST-1118,PROD-407,Home & Kitchen,Cookware,3,14465.76,0.08,2927.46,No
ORD-101879,2024-12-31,2025-01-04,CUST-1073,PROD-345,Fashion,Men Clothing,5,46927.6,0.22,11342.47,Yes
ORD-101880,2024-06-18,2024-06-19,CUST-1221,PROD-413,Beauty,Makeup,2,23800.56,0.14,155.68,No
ORD-101881,2024-08-26,2024-08-27,CUST-1166,PROD-265,Electronics,Laptop,4,23450.49,0.05,1346.95,No
ORD-101882,2024-04-01,2024-04-03,CUST-1048,PROD-340,Home & Kitchen,Decor,1,40470.47,0.27,-1687.85,No
ORD-101883,2023-11-23,2023-11-26,CUST-1086,PROD-346,Electronics,Mobile,2,48069.69,0.19,8256.97,No
ORD-101884,2024-12-25,2024-12-26,CUST-1289,PROD-288,Fashion,Footwear,1,8535.68,0.3,1951.81,Yes
ORD-101885,2023-06-27,2023-06-29,CUST-1256,PROD-210,Electronics,Headphones,2,1722.27,0.04,310.83,No
ORD-101886,2024-10-14,2024-10-16,CUST-1208,PROD-423,Home & Kitchen,Cookware,5,43608.59,0.28,270.08,Yes
ORD-101887,2024-10-31,2024-11-05,CUST-1140,PROD-486,Beauty,Skincare,3,752.9,0.09,131.38,Yes
ORD-101888,2024-08-09,2024-08-10,CUST-1084,PROD-430,Home & Kitchen,Cookware,4,12703.06,0.03,2490.39,No
ORD-101889,2023-04-13,2023-04-17,CUST-1267,PROD-227,Books,Education,3,49654.11,0.27,-2209.45,Yes
ORD-101890,2023-10-06,2023-10-09,CUST-1066,PROD-250,Fashion,Footwear,4,4611.42,0.11,492.33,No
